,tags,current amount,total_amount,currency used,current amount in dollars,total amount in dollars,percentage of completion,created,launch_date,country,donation_count,is_charity
659,"Medical, Illness & Healing",5210,12000,USD,5210.0,12000.0,43.416666666666664,"Created January 6, 2021",2021-01-06,US,93,false
660,"Medical, Illness & Healing",844,10000,USD,844.0,10000.0,8.44,"Created May 2, 2020",2020-05-02,US,33,false
661,"Medical, Illness & Healing",2700,6000,USD,2700.0,6000.0,45.0,"Created December 7, 2020",2020-12-07,US,63,false
662,"Medical, Illness & Healing",695,4600,USD,695.0,4600.0,15.108695652173912,"Created April 9, 2021",2021-04-09,US,22,false
663,"Medical, Illness & Healing",2762,6000,EUR,3285.1228,7136.4,46.03333333333334,"Created May 23, 2020",2020-05-23,US,42,false
664,"Medical, Illness & Healing",2855,7000,USD,2855.0,7000.0,40.785714285714285,"Created September 15, 2020",2020-09-15,US,66,false
665,"Medical, Illness & Healing",470,10000,USD,470.0,10000.0,4.7,Created 6 days ago,2021-04-14,US,13,false
666,"Medical, Illness & Healing",2230,6500,USD,2230.0,6499.999999999999,34.307692307692314,"Created March 26, 2021",2021-03-26,US,50,false
667,Accidents & Emergencies,781,10000,USD,781.0,10000.0,7.8100000000000005,"Created August 5, 2020",2020-08-05,US,29,false
668,"Medical, Illness & Healing",1160,2500,USD,1160.0,2500.0,46.400000000000006,"Created July 6, 2020",2020-07-06,US,33,false
669,"Medical, Illness & Healing",1379,3000,EUR,1640.1826,3568.2,45.966666666666676,"Created May 7, 2020",2020-05-07,US,39,false
670,"Medical, Illness & Healing",7885,19000,USD,7885.000000000001,19000.0,41.5,"Created April 29, 2020",2020-04-29,US,144,false
671,"Medical, Illness & Healing",1930,10000,USD,1930.0,10000.0,19.3,"Created November 10, 2020",2020-11-10,US,51,false
672,Funerals & Memorials,7792,5000,USD,7792.000000000001,5000.0,155.84000000000003,"Created January 2, 2021",2021-01-02,US,94,false
673,"Medical, Illness & Healing",6148,8000,USD,6148.0,8000.0,76.85,"Created May 1, 2020",2020-05-01,US,81,true
674,Education & Learning,1500,2500,EUR,1784.1,2973.5,60.0,"Created July 27, 2020",2020-07-27,US,32,false
675,"Medical, Illness & Healing",10602,14620,USD,10602.0,14620.0,72.5170998632011,"Created April 4, 2021",2021-04-04,US,96,false
676,Accidents & Emergencies,1478,7000,EUR,1757.9332,8325.8,21.114285714285717,"Created January 11, 2021",2021-01-11,US,31,false
677,"Medical, Illness & Healing",4780,30000,USD,4780.0,30000.0,15.933333333333334,"Created April 5, 2021",2021-04-05,US,75,false
678,"Medical, Illness & Healing",5345,30000,USD,5344.999999999999,30000.0,17.816666666666663,"Created December 27, 2020",2020-12-27,US,69,false
679,"Medical, Illness & Healing",1795,15000,EUR,2134.973,17841.0,11.966666666666665,"Created November 25, 2020",2020-11-25,US,34,false
680,"Medical, Illness & Healing",2721,25000,USD,2721.0,25000.0,10.884,"Created September 28, 2020",2020-09-28,US,59,false
681,"Medical, Illness & Healing",1424,30000,USD,1423.9999999999998,30000.0,4.746666666666666,"Created November 30, 2020",2020-11-30,US,32,false
682,Accidents & Emergencies,3125,10000,USD,3125.0,10000.0,31.25,"Created July 19, 2020",2020-07-19,US,82,false
683,"Medical, Illness & Healing",1965,2500,USD,1965.0,2500.0,78.60000000000001,"Created March 11, 2021",2021-03-11,US,42,false
684,"Medical, Illness & Healing",1270,6000,USD,1270.0,6000.0,21.166666666666668,"Created April 6, 2021",2021-04-06,US,31,false
685,"Medical, Illness & Healing",6855,50000,USD,6854.999999999999,50000.0,13.709999999999997,"Created December 14, 2020",2020-12-14,US,130,false
686,Accidents & Emergencies,1968,10000,USD,1967.9999999999998,10000.0,19.679999999999996,"Created March 30, 2020",2020-03-30,US,39,false
687,Funerals & Memorials,4595,10000,USD,4595.0,10000.0,45.95,"Created October 31, 2020",2020-10-31,US,68,false
688,"Babies, Kids & Family",435,5000,USD,435.0,5000.0,8.7,"Created April 26, 2020",2020-04-26,US,18,false
689,"Medical, Illness & Healing",3024,30000,USD,3024.0,30000.0,10.08,"Created September 29, 2020",2020-09-29,US,54,false
690,"Medical, Illness & Healing",4030,15000,EUR,4793.282,17841.0,26.866666666666667,"Created March 27, 2021",2021-03-27,US,61,false
691,"Medical, Illness & Healing",4486,7000,USD,4486.0,7000.0,64.08571428571429,"Created September 16, 2020",2020-09-16,US,85,false
692,"Medical, Illness & Healing",2292,35000,USD,2292.0,35000.0,6.548571428571429,"Created February 25, 2021",2021-02-25,US,30,false
693,"Medical, Illness & Healing",1435,8000,USD,1435.0000000000002,8000.0,17.937500000000004,"Created April 5, 2021",2021-04-05,US,40,false
694,"Creative Arts, Music & Film",1675,10000,USD,1675.0,10000.0,16.75,"Created March 9, 2021",2021-03-09,US,44,false
695,"Babies, Kids & Family",2000,5700,USD,2000.0,5700.000000000001,35.08771929824561,"Created September 28, 2020",2020-09-28,US,43,false
696,"Medical, Illness & Healing",4861,7000,USD,4861.0,7000.0,69.44285714285714,"Created June 27, 2020",2020-06-27,US,80,false
697,Accidents & Emergencies,3110,6000,USD,3109.9999999999995,6000.0,51.83333333333333,"Created March 13, 2021",2021-03-13,US,64,false
698,"Medical, Illness & Healing",740,700,EUR,880.1560000000001,832.58,105.71428571428572,"Created September 16, 2020",2020-09-16,US,30,false
699,"Medical, Illness & Healing",1607,14000,EUR,1911.3658,16651.6,11.47857142857143,"Created February 23, 2021",2021-02-23,US,48,false
700,"Medical, Illness & Healing",1600,15000,USD,1600.0,15000.0,10.666666666666668,"Created September 22, 2020",2020-09-22,US,30,false
701,"Medical, Illness & Healing",6517,6482,USD,6517.0,6481.999999999999,100.53995680345574,"Created September 15, 2020",2020-09-15,US,154,false
702,"Medical, Illness & Healing",1870,30000,USD,1870.0,30000.0,6.233333333333333,"Created February 6, 2021",2021-02-06,US,40,false
703,"Medical, Illness & Healing",1898,6000,USD,1898.0000000000002,6000.0,31.633333333333336,"Created August 15, 2020",2020-08-15,US,31,false
704,"Medical, Illness & Healing",4337,20000,USD,4337.0,20000.0,21.685,"Created June 14, 2020",2020-06-14,US,39,false
705,"Medical, Illness & Healing",2292,7000,USD,2292.0,7000.0,32.74285714285714,"Created December 12, 2020",2020-12-12,US,60,false
706,"Medical, Illness & Healing",5004,10000,USD,5004.0,10000.0,50.03999999999999,"Created March 3, 2021",2021-03-03,US,84,false
707,"Medical, Illness & Healing",1170,3300,USD,1170.0,3300.0,35.45454545454545,"Created October 9, 2020",2020-10-09,US,41,false
708,"Medical, Illness & Healing",2225,2500,EUR,2646.415,2973.5,89.0,"Created April 14, 2020",2020-04-14,US,63,false
709,"Medical, Illness & Healing",3235,15000,USD,3235.0,15000.0,21.566666666666666,"Created September 6, 2020",2020-09-06,US,49,false
710,"Medical, Illness & Healing",3230,10000,USD,3229.9999999999995,10000.0,32.3,"Created October 13, 2020",2020-10-13,US,104,false
711,"Medical, Illness & Healing",3886,10000,USD,3886.0,10000.0,38.86,"Created March 23, 2020",2020-03-23,US,38,false
712,"Medical, Illness & Healing",1152,13000,EUR,1370.1888,15462.2,8.86153846153846,"Created May 17, 2020",2020-05-17,US,31,false
713,"Medical, Illness & Healing",3244,5000,USD,3244.0,5000.0,64.88000000000001,"Created September 24, 2020",2020-09-24,US,89,false
714,"Medical, Illness & Healing",4775,20000,USD,4775.0,20000.0,23.875,"Created May 16, 2020",2020-05-16,US,72,false
715,Accidents & Emergencies,645,12000,USD,645.0,12000.0,5.375,"Created May 15, 2020",2020-05-15,US,21,false
716,"Medical, Illness & Healing",1171,11500,USD,1171.0,11500.0,10.182608695652174,"Created March 23, 2021",2021-03-23,US,45,false
717,"Medical, Illness & Healing",1755,5000,USD,1755.0,5000.0,35.099999999999994,"Created April 3, 2021",2021-04-03,US,41,false
718,"Medical, Illness & Healing",4190,6000,USD,4190.0,6000.0,69.83333333333334,"Created September 11, 2020",2020-09-11,US,80,false
719,Accidents & Emergencies,781,12000,USD,781.0,12000.0,6.508333333333334,"Created September 14, 2020",2020-09-14,US,30,false
720,Accidents & Emergencies,3000,50000,USD,3000.0,50000.0,6.0,"Created December 30, 2020",2020-12-30,US,57,false
721,"Medical, Illness & Healing",415,4000,USD,415.0,4000.0,10.375,"Created June 22, 2020",2020-06-22,US,15,false
722,"Medical, Illness & Healing",11735,40000,USD,11735.0,40000.0,29.3375,"Created October 16, 2020",2020-10-16,US,137,false
723,Funerals & Memorials,4281,3500,USD,4281.0,3500.0,122.3142857142857,"Created September 3, 2020",2020-09-03,US,69,false
724,"Medical, Illness & Healing",800,5000,EUR,951.52,5947.0,16.0,"Created December 17, 2020",2020-12-17,US,37,false
725,Accidents & Emergencies,532,30000,EUR,632.7608,35682.0,1.7733333333333334,"Created September 3, 2020",2020-09-03,US,21,false
726,"Medical, Illness & Healing",610,4000,USD,610.0,4000.0,15.25,"Created August 25, 2020",2020-08-25,US,25,false
727,"Medical, Illness & Healing",1291,9181,USD,1291.0,9181.0,14.061649057836837,"Created April 7, 2021",2021-04-07,US,14,false
728,"Medical, Illness & Healing",1464,5000,USD,1463.9999999999998,5000.0,29.279999999999994,"Created July 23, 2020",2020-07-23,US,42,false
729,Community & Neighbors,3947,40000,USD,3947.0000000000005,40000.0,9.867500000000001,"Created April 25, 2020",2020-04-25,US,54,false
730,Accidents & Emergencies,5615,36800,USD,5615.0,36800.0,15.258152173913043,"Created August 24, 2020",2020-08-24,US,59,false
731,"Medical, Illness & Healing",2445,3000,USD,2445.0,3000.0,81.5,"Created April 3, 2021",2021-04-03,US,57,false
732,Education & Learning,6695,9000,USD,6695.000000000001,9000.0,74.3888888888889,"Created April 17, 2020",2020-04-17,US,56,false
733,"Medical, Illness & Healing",3000,3000,USD,3000.0,3000.0,100.0,"Created March 27, 2021",2021-03-27,US,62,false
734,Accidents & Emergencies,3069,9000,USD,3069.0,9000.0,34.1,"Created May 17, 2020",2020-05-17,US,48,false
735,Accidents & Emergencies,1545,3000,USD,1544.9999999999998,3000.0,51.49999999999999,"Created May 11, 2020",2020-05-11,US,38,false
736,"Medical, Illness & Healing",884,8000,EUR,1051.4296,9515.2,11.049999999999999,"Created October 4, 2020",2020-10-04,US,31,false
737,Accidents & Emergencies,3255,25000,USD,3255.0,25000.0,13.020000000000001,"Created August 22, 2020",2020-08-22,US,52,false
738,"Medical, Illness & Healing",1942,15000,USD,1942.0,15000.0,12.946666666666667,"Created January 4, 2021",2021-01-04,US,61,false
739,"Medical, Illness & Healing",2420,80000,USD,2420.0,80000.0,3.025,"Created September 14, 2020",2020-09-14,US,26,false
740,"Medical, Illness & Healing",510,6000,USD,510.0,6000.0,8.5,"Created July 20, 2020",2020-07-20,US,16,false
741,Accidents & Emergencies,5571,,USD,5571.0,,,"Created September 21, 2020",2020-09-21,US,89,true
742,"Dreams, Hopes & Wishes",2966,3000,USD,2966.0,3000.0,98.86666666666667,"Created July 3, 2020",2020-07-03,US,52,false
743,"Medical, Illness & Healing",1445,1445,CHF,1552.418932345768,1552.418932345768,100.0,"Created May 3, 2020",2020-05-03,US,35,false
744,"Medical, Illness & Healing",2321,20000,USD,2321.0,20000.0,11.605,"Created March 26, 2021",2021-03-26,US,50,false
745,"Medical, Illness & Healing",1175,6500,EUR,1397.545,7731.1,18.076923076923077,"Created October 12, 2020",2020-10-12,US,42,false
746,Accidents & Emergencies,2060,18000,USD,2060.0,18000.0,11.444444444444445,"Created April 8, 2021",2021-04-08,US,31,false
747,"Medical, Illness & Healing",2550,10000,EUR,3032.9700000000003,11894.0,25.5,"Created August 25, 2020",2020-08-25,US,58,false
748,"Medical, Illness & Healing",1634,15000,EUR,1943.4796000000001,17841.0,10.893333333333334,"Created August 25, 2020",2020-08-25,US,37,false
749,Accidents & Emergencies,6230,29000,USD,6230.0,29000.000000000004,21.48275862068965,"Created April 2, 2021",2021-04-02,US,55,false
750,Accidents & Emergencies,2374,7000,USD,2374.0,7000.0,33.91428571428571,"Created November 5, 2020",2020-11-05,US,62,false
751,"Medical, Illness & Healing",3364,40000,USD,3364.0,40000.0,8.41,"Created September 4, 2020",2020-09-04,US,83,false
752,"Medical, Illness & Healing",2905,7000,USD,2905.0,7000.0,41.5,"Created September 2, 2020",2020-09-02,US,35,false
753,"Babies, Kids & Family",4090,4400,USD,4090.0,4400.0,92.95454545454545,"Created July 23, 2020",2020-07-23,US,39,false
754,Accidents & Emergencies,2040,1400,EUR,2426.376,1665.16,145.71428571428572,"Created December 5, 2020",2020-12-05,US,29,false
755,"Medical, Illness & Healing",2740,10000,USD,2740.0,10000.0,27.400000000000002,"Created January 5, 2021",2021-01-05,US,63,false
756,Accidents & Emergencies,4300,20000,USD,4300.0,20000.0,21.5,"Created March 20, 2021",2021-03-20,US,83,false
757,"Medical, Illness & Healing",1165,3000,USD,1165.0,3000.0,38.83333333333333,"Created August 17, 2020",2020-08-17,US,26,false
758,"Medical, Illness & Healing",925,5100,USD,925.0,5100.0,18.137254901960784,"Created April 11, 2021",2021-04-11,US,23,false
759,"Medical, Illness & Healing",74461,130000,SEK,8737.56051696922,15254.735595895818,57.27769230769232,"Created December 9, 2020",2020-12-09,US,55,false
760,"Medical, Illness & Healing",1165,10000,USD,1165.0,10000.0,11.65,"Created August 22, 2020",2020-08-22,US,27,false
761,"Medical, Illness & Healing",2374,8000,USD,2374.0,8000.0,29.675,"Created April 8, 2021",2021-04-08,US,43,false
762,"Medical, Illness & Healing",3824,9000,CHF,4108.26989431849,9669.045253364646,42.488888888888894,"Created March 20, 2021",2021-03-20,US,44,false
763,Funerals & Memorials,2808,10000,USD,2807.9999999999995,10000.0,28.079999999999995,"Created July 14, 2020",2020-07-14,US,81,false
764,Funerals & Memorials,4607,3500,USD,4607.0,3500.0,131.62857142857143,"Created November 18, 2020",2020-11-18,US,64,false
765,"Medical, Illness & Healing",7052,20000,USD,7052.0,20000.0,35.260000000000005,"Created April 1, 2021",2021-04-01,US,80,false
766,"Creative Arts, Music & Film",800,1500,USD,800.0,1500.0,53.333333333333336,"Created July 6, 2020",2020-07-06,US,13,false
767,Accidents & Emergencies,759,2000,USD,759.0,2000.0,37.95,"Created April 23, 2020",2020-04-23,US,29,false
768,"Medical, Illness & Healing",865,6200,USD,865.0,6200.0,13.951612903225808,"Created January 19, 2021",2021-01-19,US,26,false
769,"Medical, Illness & Healing",5243,25000,USD,5242.999999999999,25000.0,20.971999999999998,"Created September 19, 2020",2020-09-19,US,54,false
770,"Medical, Illness & Healing",2620,20000,USD,2620.0,20000.0,13.100000000000001,"Created February 4, 2021",2021-02-04,US,44,false
771,Accidents & Emergencies,2489,30000,USD,2489.0,30000.0,8.296666666666667,"Created April 4, 2021",2021-04-04,US,61,false
772,"Medical, Illness & Healing",1805,15000,USD,1805.0,15000.0,12.033333333333333,"Created March 13, 2021",2021-03-13,US,43,false
773,Accidents & Emergencies,1789,3000,USD,1789.0,3000.0,59.63333333333334,"Created March 14, 2021",2021-03-14,US,50,false
774,"Medical, Illness & Healing",1444,6000,USD,1443.9999999999998,6000.0,24.066666666666663,"Created January 24, 2021",2021-01-24,US,39,false
775,"Medical, Illness & Healing",1278,3000,USD,1278.0,3000.0,42.6,"Created June 9, 2020",2020-06-09,US,37,false
776,"Medical, Illness & Healing",561,3900,EUR,667.2534,4638.66,14.384615384615387,"Created May 8, 2020",2020-05-08,US,19,false
777,Accidents & Emergencies,1716,1765,USD,1715.9999999999998,1765.0,97.22379603399432,"Created June 9, 2020",2020-06-09,US,32,false
778,"Medical, Illness & Healing",1853,10000,USD,1853.0,10000.0,18.529999999999998,"Created August 18, 2020",2020-08-18,US,35,false
779,"Medical, Illness & Healing",337,4000,USD,337.0,4000.0,8.425,"Created April 12, 2021",2021-04-12,US,7,false
780,Accidents & Emergencies,220,5000,USD,220.0,5000.0,4.3999999999999995,"Created March 15, 2021",2021-03-15,US,12,false
781,"Medical, Illness & Healing",1986,,USD,1986.0,,,"Created October 5, 2020",2020-10-05,US,30,false
782,Accidents & Emergencies,3060,5000,EUR,3639.564,5947.0,61.199999999999996,"Created March 6, 2021",2021-03-06,US,50,false
783,"Medical, Illness & Healing",630,3500,EUR,749.322,4162.9,18.000000000000004,"Created June 3, 2020",2020-06-03,US,18,false
784,"Medical, Illness & Healing",2970,10000,USD,2970.0000000000005,10000.0,29.700000000000003,"Created September 20, 2020",2020-09-20,US,59,false
785,"Medical, Illness & Healing",669,8000,USD,669.0,8000.0,8.3625,"Created August 24, 2020",2020-08-24,US,15,false
786,"Medical, Illness & Healing",365,365,USD,365.0,365.0,100.0,"Created October 13, 2020",2020-10-13,US,16,false
787,"Medical, Illness & Healing",365,365,USD,365.0,365.0,100.0,"Created October 13, 2020",2020-10-13,US,16,false
788,"Medical, Illness & Healing",2825,10000,USD,2825.0,10000.0,28.249999999999996,"Created December 8, 2020",2020-12-08,US,45,false
789,Funerals & Memorials,992,800,USD,992.0,800.0,124.0,"Created July 31, 2020",2020-07-31,US,23,false
790,"Medical, Illness & Healing",244,,USD,244.0,,,"Created December 15, 2020",2020-12-15,US,10,false
791,"Medical, Illness & Healing",3038,6000,USD,3038.0,6000.0,50.63333333333333,"Created April 5, 2021",2021-04-05,US,43,false
792,"Creative Arts, Music & Film",3136,,EUR,3729.9584,,,"Created August 12, 2020",2020-08-12,US,31,false
793,"Medical, Illness & Healing",3565,12600,USD,3565.0000000000005,12599.999999999998,28.293650793650798,"Created December 14, 2020",2020-12-14,US,43,false
794,"Medical, Illness & Healing",1746,15000,USD,1745.9999999999998,15000.0,11.639999999999999,"Created March 20, 2021",2021-03-20,US,52,false
795,Accidents & Emergencies,4128,7000,EUR,4909.8432,8325.8,58.971428571428575,"Created March 1, 2021",2021-03-01,US,68,false
796,"Medical, Illness & Healing",1960,20000,EUR,2331.224,23788.0,9.8,"Created March 29, 2021",2021-03-29,US,22,false
797,"Medical, Illness & Healing",2187,2000,EUR,2601.2178,2378.8,109.35,"Created September 9, 2020",2020-09-09,US,45,false
798,"Medical, Illness & Healing",4781,20000,USD,4781.0,20000.0,23.905,"Created May 2, 2020",2020-05-02,US,78,false
799,"Medical, Illness & Healing",1675,9000,USD,1675.0,9000.0,18.61111111111111,"Created September 10, 2020",2020-09-10,US,27,false
800,"Medical, Illness & Healing",1270,3000,USD,1270.0,3000.0,42.333333333333336,"Created April 11, 2021",2021-04-11,US,27,false
801,"Medical, Illness & Healing",1568,15000,USD,1568.0,15000.0,10.453333333333333,"Created June 24, 2020",2020-06-24,US,27,false
